taxid,input_term,domain,kingdom,phylum,class,order,family,genus,species
5778,Vermamoeba_vermiformis,d__Eukaryota,k__Tubulinea__P+,p__Tubulinea,c__Echinamoebida,o__Vermamoeba__G+,f__Vermamoeba__G+,g__Vermamoeba,s__Vermamoeba_vermiformis
483370,Pelagophyceae_sp_CCMP2097,d__Eukaryota,k__Pelagophyceae__C+,p__Pelagophyceae__C+,c__Pelagophyceae,o__Pelagophyceae_sp_CCMP2097__S+,f__Pelagophyceae_sp_CCMP2097__S+,g__Pelagophyceae_sp_CCMP2097__S+,s__Pelagophyceae_sp_CCMP2097
2052604,Eimeria_sp_OTU_Y,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Eimeriidae,g__Eimeria,s__Eimeria_sp_OTU_Y
631055,Symbiodinium_sp_CCMP2592,d__Eukaryota,k__Dinophyceae__C+,p__Dinophyceae__C+,c__Dinophyceae,o__Suessiales,f__Symbiodiniaceae,g__Symbiodinium,s__Symbiodinium_sp_CCMP2592
65070,Pythium_aphanidermatum,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_aphanidermatum
51314,Eimeria_brunetti,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Eimeriidae,g__Eimeria,s__Eimeria_brunetti
653948,Albugo_laibachii,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Albuginales__O+,o__Albuginales,f__Albuginaceae,g__Albugo,s__Albugo_laibachii
164328,Phytophthora_ramorum,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_ramorum
202919,Acanthamoeba_divionensis,d__Eukaryota,k__Discosea__P+,p__Discosea,c__Longamoebia__O+,o__Longamoebia,f__Acanthamoebidae,g__Acanthamoeba,s__Acanthamoeba_divionensis
1573607,Schizochytrium_sp_CCTCC_M209059,d__Eukaryota,k__Bigyra__C+,p__Bigyra__C+,c__Bigyra,o__Thraustochytrida,f__Thraustochytriaceae,g__Schizochytrium,s__Schizochytrium_sp_CCTCC_M209059
1703786,Stentor_roeselii,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Heterotrichea,o__Heterotrichida,f__Stentoridae,g__Stentor,s__Stentor_roeselii
67594,Phytophthora_syringae,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_syringae
53985,Phytophthora_fragariae,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_fragariae
1317064,Phytophthora_parasitica_P10297,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_parasitica
878477,Symbiodinium_natans,d__Eukaryota,k__Dinophyceae__C+,p__Dinophyceae__C+,c__Dinophyceae,o__Suessiales,f__Symbiodiniaceae,g__Symbiodinium,s__Symbiodinium_natans
39449,Prorocentrum_minimum,d__Eukaryota,k__Dinophyceae__C+,p__Dinophyceae__C+,c__Dinophyceae,o__Prorocentrales,f__Prorocentraceae,g__Prorocentrum,s__Prorocentrum_minimum
28015,Acanthamoeba_palestinensis,d__Eukaryota,k__Discosea__P+,p__Discosea,c__Longamoebia__O+,o__Longamoebia,f__Acanthamoebidae,g__Acanthamoeba,s__Acanthamoeba_palestinensis
1519565,Fistulifera_solaris,d__Eukaryota,k__Bacillariophyta__P+,p__Bacillariophyta,c__Bacillariophyceae,o__Naviculales,f__Naviculaceae,g__Fistulifera,s__Fistulifera_solaris
3039,Euglena_gracilis,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Euglenida,o__Euglenales,f__Euglenaceae,g__Euglena,s__Euglena_gracilis
158060,Euglena_gracilis_var_bacillaris,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Euglenida,o__Euglenales,f__Euglenaceae,g__Euglena,s__Euglena_gracilis
370354,Entamoeba_dispar_SAW760,d__Eukaryota,k__Evosea__P+,p__Evosea,c__Mastigamoebida__O+,o__Mastigamoebida,f__Entamoebidae,g__Entamoeba,s__Entamoeba_dispar
54757,Plasmodium_vinckei_vinckei,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_vinckei
707994,Phytopythium_kandeliae,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Phytopythium,s__Phytopythium_kandeliae
358022,Ostracodinium_gracile,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Litostomatea,o__Entodiniomorphida,f__Ophryoscolecidae,g__Ostracodinium,s__Ostracodinium_gracile
74381,Undaria_pinnatifida,d__Eukaryota,k__Phaeophyceae__C+,p__Phaeophyceae__C+,c__Phaeophyceae,o__Laminariales,f__Alariaceae,g__Undaria,s__Undaria_pinnatifida
94289,Sterkiella_histriomuscorum,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Sporadotrichida,f__Oxytrichidae,g__Sterkiella,s__Sterkiella_histriomuscorum
311387,Pseudokeronopsis_flava,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Urostylida,f__Pseudokeronopsidae,g__Pseudokeronopsis,s__Pseudokeronopsis_flava
5885,Paramecium_caudatum,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Oligohymenophorea,o__Peniculida,f__Parameciidae,g__Paramecium,s__Paramecium_caudatum
1076696,Entamoeba_nuttalli_P19,d__Eukaryota,k__Evosea__P+,p__Evosea,c__Mastigamoebida__O+,o__Mastigamoebida,f__Entamoebidae,g__Entamoeba,s__Entamoeba_nuttalli
230985,Symbiodinium_sp_KB8,d__Eukaryota,k__Dinophyceae__C+,p__Dinophyceae__C+,c__Dinophyceae,o__Suessiales,f__Symbiodiniaceae,g__Symbiodinium,s__Symbiodinium_sp_KB8
114742,Pythium_insidiosum,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_insidiosum
1660234,Rhizaria_sp_SCN_62_66,d__Eukaryota,k__Rhizaria_sp_SCN_62_66__S+,p__Rhizaria_sp_SCN_62_66__S+,c__Rhizaria_sp_SCN_62_66__S+,o__Rhizaria_sp_SCN_62_66__S+,f__Rhizaria_sp_SCN_62_66__S+,g__Rhizaria_sp_SCN_62_66__S+,s__Rhizaria_sp_SCN_62_66
35122,Macrocystis_pyrifera,d__Eukaryota,k__Phaeophyceae__C+,p__Phaeophyceae__C+,c__Phaeophyceae,o__Laminariales,f__Laminariaceae,g__Macrocystis,s__Macrocystis_pyrifera
1245013,Plasmodium_falciparum_303_1,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_falciparum
431595,Globisporangium_ultimum_DAOM_BR144,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_ultimum
647221,Plasmodium_gaboni,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_gaboni
797122,Kipferlia_bialata,d__Eukaryota,k__Fornicata__P+,p__Fornicata,c__Kipferlia__G+,o__Kipferlia__G+,f__Kipferlia__G+,g__Kipferlia,s__Kipferlia_bialata
361072,Dictyostelium_citrinum,d__Eukaryota,k__Evosea__P+,p__Evosea,c__Eumycetozoa,o__Dictyosteliales,f__Dictyosteliaceae,g__Dictyostelium,s__Dictyostelium_citrinum
5932,Ichthyophthirius_multifiliis,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Oligohymenophorea,o__Hymenostomatida,f__Ichthyophthirius__G+,g__Ichthyophthirius,s__Ichthyophthirius_multifiliis
67591,Phytophthora_macrochlamydospora,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_macrochlamydospora
867726,Ectocarpus_sp_CCAP_1310_34,d__Eukaryota,k__Phaeophyceae__C+,p__Phaeophyceae__C+,c__Phaeophyceae,o__Ectocarpales,f__Ectocarpaceae,g__Ectocarpus,s__Ectocarpus_sp_CCAP_1310_34
2082584,Bacillariophyta_sp,d__Eukaryota,k__Bacillariophyta__P+,p__Bacillariophyta,c__Bacillariophyta_sp__S+,o__Bacillariophyta_sp__S+,f__Bacillariophyta_sp__S+,g__Bacillariophyta_sp__S+,s__Bacillariophyta_sp
5663,Leishmania_enriettii,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Leishmania,s__Leishmania_enriettii
230439,Peronospora_tabacina,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_tabacina
66527,Balamuthia_mandrillaris,d__Eukaryota,k__Discosea__P+,p__Discosea,c__Longamoebia__O+,o__Longamoebia,f__Balamuthiidae,g__Balamuthia,s__Balamuthia_mandrillaris
5823,Plasmodium_berghei_ANKA,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_berghei
5722,Trichomonas_vaginalis,d__Eukaryota,k__Parabasalia__P+,p__Parabasalia,c__Trichomonadida__O+,o__Trichomonadida,f__Trichomonadidae,g__Trichomonas,s__Trichomonas_vaginalis
1295825,Leishmania_braziliensis_MHOM_BR_75_M2903,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Leishmania,s__Leishmania_braziliensis
51316,Eimeria_praecox,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Eimeriidae,g__Eimeria,s__Eimeria_praecox
943120,Toxoplasma_gondii_TgCATBr9,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Sarcocystidae,g__Toxoplasma,s__Toxoplasma_gondii
5857,Plasmodium_fragile,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_fragile
1176757,Cryptosporidium_viatorum,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Cryptosporidiidae,g__Cryptosporidium,s__Cryptosporidium_viatorum
2898,Cryptomonas_paramecium,d__Eukaryota,k__Cryptophyceae__C+,p__Cryptophyceae__C+,c__Cryptophyceae,o__Cryptomonadales,f__Cryptomonadaceae,g__Cryptomonas,s__Cryptomonas_paramecium
515981,Cryptosporidium_ryanae,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Cryptosporidiidae,g__Cryptosporidium,s__Cryptosporidium_ryanae
1284356,Phytophthora_kernoviae_00629_1,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_kernoviae
47911,Entodinium_caudatum,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Litostomatea,o__Entodiniomorphida,f__Ophryoscolecidae,g__Entodinium,s__Entodinium_caudatum
457357,Dinobryon_divergens,d__Eukaryota,k__Chrysophyceae__C+,p__Chrysophyceae__C+,c__Chrysophyceae,o__Chromulinales,f__Dinobryaceae,g__Dinobryon,s__Dinobryon_divergens
1074872,Toxoplasma_gondii_ARI,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Sarcocystidae,g__Toxoplasma,s__Toxoplasma_gondii
88456,Cyclospora_cayetanensis,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Eimeriidae,g__Cyclospora,s__Cyclospora_cayetanensis
65129,Paramecium_sonneborni,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Oligohymenophorea,o__Peniculida,f__Parameciidae,g__Paramecium,s__Paramecium_sonneborni
35679,Pelagococcus_subviridis,d__Eukaryota,k__Pelagophyceae__C+,p__Pelagophyceae__C+,c__Pelagophyceae,o__Pelagomonadales,f__Pelagococcus__G+,g__Pelagococcus,s__Pelagococcus_subviridis
1245020,Plasmodium_falciparum_377_1,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_falciparum
133409,Polysphondylium_violaceum,d__Eukaryota,k__Evosea__P+,p__Evosea,c__Eumycetozoa,o__Dictyosteliales,f__Dictyosteliaceae,g__Polysphondylium,s__Polysphondylium_violaceum
172234,Pythium_grandisporangium,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_grandisporangium
40806,Dasytricha_ruminantium,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Litostomatea,o__Vestibuliferida,f__Isotrichidae,g__Dasytricha,s__Dasytricha_ruminantium
5677,Leishmania_lainsoni,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Leishmania,s__Leishmania_lainsoni
2952,Symbiodinium_pilosum,d__Eukaryota,k__Dinophyceae__C+,p__Dinophyceae__C+,c__Dinophyceae,o__Suessiales,f__Symbiodiniaceae,g__Symbiodinium,s__Symbiodinium_pilosum
2826162,Diophrys_sp_3_WChen_2021,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Euplotida,f__Uronychiidae,g__Diophrys,s__Diophrys_sp_3_WChen_2021
1609942,Tetmemena_sp_SeJ_2015,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Sporadotrichida,f__Oxytrichidae,g__Tetmemena,s__Tetmemena_sp_SeJ_2015
1276585,Phytomonas_serpens_9T,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Phytomonas,s__Phytomonas_serpens
1068625,Trypanosoma_congolense_IL3000,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Trypanosoma,s__Trypanosoma_congolense
1615771,Paraurostyla_sp_PUJRC_G6,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Stichotrichida,f__Amphisiellidae,g__Paraurostyla,s__Paraurostyla_sp_PUJRC_G6
43138,Paramecium_pentaurelia,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Oligohymenophorea,o__Peniculida,f__Parameciidae,g__Paramecium,s__Paramecium_pentaurelia
5718,Herpetomonas_muscarum,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Herpetomonas,s__Herpetomonas_muscarum
1928728,Paulinella_micropora,d__Eukaryota,k__Imbricatea__P+,p__Imbricatea,c__Euglyphida__O+,o__Euglyphida,f__Paulinellidae,g__Paulinella,s__Paulinella_micropora
5850,Plasmodium_knowlesi,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_knowlesi
1628268,Symbiodinium_necroappetens,d__Eukaryota,k__Dinophyceae__C+,p__Dinophyceae__C+,c__Dinophyceae,o__Suessiales,f__Symbiodiniaceae,g__Symbiodinium,s__Symbiodinium_necroappetens
126844,Phytopythium_helicoides,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Phytopythium,s__Phytopythium_helicoides
1074873,Toxoplasma_gondii_COUG,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Sarcocystidae,g__Toxoplasma,s__Toxoplasma_gondii
280463,Emiliania_huxleyi_CCMP1516,d__Eukaryota,k__Haptophyta__P+,p__Haptophyta,c__Isochrysidales__O+,o__Isochrysidales,f__Noelaerhabdaceae,g__Emiliania,s__Emiliania_huxleyi
1615772,Urostyla_sp_PUJRC_G1,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Urostylida,f__Urostylidae,g__Urostyla,s__Urostyla_sp_PUJRC_G1
505693,Chromera_velia,d__Eukaryota,k__Chromeraceae__F+,p__Chromeraceae__F+,c__Chromeraceae__F+,o__Chromeraceae__F+,f__Chromeraceae,g__Chromera,s__Chromera_velia
944208,Blastocystis_sp_subtype_6,d__Eukaryota,k__Bigyra__C+,p__Bigyra__C+,c__Bigyra,o__Opalinata,f__Blastocystidae,g__Blastocystis,s__Blastocystis_sp_subtype_6
1620387,Lotmaria_passim,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Lotmaria,s__Lotmaria_passim
880536,Plasmodium_sp_gorilla_clade_G3,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_sp_gorilla_clade_G3
2056925,Pythium_alternatum,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_alternatum
1284357,Phytophthora_kernoviae_00844_4,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_kernoviae
1460289,Chrysochromulina_tobinii,d__Eukaryota,k__Haptophyta__P+,p__Haptophyta,c__Prymnesiales__O+,o__Prymnesiales,f__Chrysochromulinaceae,g__Chrysochromulina,s__Chrysochromulina_tobinii
420245,Leishmania_braziliensis_MHOM_BR_75_M2904,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Leishmania,s__Leishmania_braziliensis
929565,Phytophthora_constricta,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_constricta
158379,Ascogregarina_taiwanensis,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eugregarinorida,f__Lecudinidae,g__Ascogregarina,s__Ascogregarina_taiwanensis
1075773,Tetrahymena_elliotti_4EA,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Oligohymenophorea,o__Hymenostomatida,f__Tetrahymenidae,g__Tetrahymena,s__Tetrahymena_elliotti
5660,Leishmania_braziliensis,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Leishmania,s__Leishmania_braziliensis
5811,Toxoplasma_gondii,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Sarcocystidae,g__Toxoplasma,s__Toxoplasma_gondii
598745,Giardia_intestinalis_ATCC_50581,d__Eukaryota,k__Fornicata__P+,p__Fornicata,c__Diplomonadida__O+,o__Diplomonadida,f__Hexamitidae,g__Giardia,s__Giardia_intestinalis
82953,Pythium_volutum,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_volutum
41668,Entamoeba_moshkovskii,d__Eukaryota,k__Evosea__P+,p__Evosea,c__Mastigamoebida__O+,o__Mastigamoebida,f__Entamoebidae,g__Entamoeba,s__Entamoeba_moshkovskii
5791,Physarum_polycephalum,d__Eukaryota,k__Evosea__P+,p__Evosea,c__Eumycetozoa,o__Physariida,f__Physaraceae,g__Physarum,s__Physarum_polycephalum
5849,Plasmodium_gallinaceum,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_gallinaceum
88149,Saccharina_japonica,d__Eukaryota,k__Phaeophyceae__C+,p__Phaeophyceae__C+,c__Phaeophyceae,o__Laminariales,f__Laminariaceae,g__Saccharina,s__Saccharina_japonica
2710872,Labyrinthula_sp_Ha,d__Eukaryota,k__Bigyra__C+,p__Bigyra__C+,c__Bigyra,o__Labyrinthulida,f__Labyrinthulaceae,g__Labyrinthula,s__Labyrinthula_sp_Ha
715481,Trypanosoma_melophagium,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Trypanosoma,s__Trypanosoma_melophagium
5657,Strigomonas_oncopelti,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Strigomonas,s__Strigomonas_oncopelti
1463230,Blechomonas_ayalai,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Blechomonas,s__Blechomonas_ayalai
1714386,Triparma_laevis_f_inornata,d__Eukaryota,k__Bolidophyceae__C+,p__Bolidophyceae__C+,c__Bolidophyceae,o__Parmales,f__Triparmaceae,g__Triparma,s__Triparma_laevis
5827,Plasmodium_cynomolgi,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_cynomolgi
87106,Thraustochytrium_striatum,d__Eukaryota,k__Bigyra__C+,p__Bigyra__C+,c__Bigyra,o__Thraustochytrida,f__Thraustochytriaceae,g__Thraustochytrium,s__Thraustochytrium_striatum
43142,Acanthamoeba_culbertsoni,d__Eukaryota,k__Discosea__P+,p__Discosea,c__Longamoebia__O+,o__Longamoebia,f__Acanthamoebidae,g__Acanthamoeba,s__Acanthamoeba_culbertsoni
412133,Trichomonas_vaginalis_G3,d__Eukaryota,k__Parabasalia__P+,p__Parabasalia,c__Trichomonadida__O+,o__Trichomonadida,f__Trichomonadidae,g__Trichomonas,s__Trichomonas_vaginalis
42746,Proteromonas_lacertae,d__Eukaryota,k__Bigyra__C+,p__Bigyra__C+,c__Bigyra,o__Opalinata,f__Proteromonadidae,g__Proteromonas,s__Proteromonas_lacertae
53983,Phytophthora_cambivora,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_cambivora
129364,Phytophthora_rubi,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_rubi
352472,Dictyostelium_discoideum_AX4,d__Eukaryota,k__Evosea__P+,p__Evosea,c__Eumycetozoa,o__Dictyosteliales,f__Dictyosteliaceae,g__Dictyostelium,s__Dictyostelium_discoideum
75058,Bodo_saltans,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Eubodonida,f__Bodonidae,g__Bodo,s__Bodo_saltans
2056924,Pythium_rishiriense,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_rishiriense
32599,Acanthamoeba_rhysodes,d__Eukaryota,k__Discosea__P+,p__Discosea,c__Longamoebia__O+,o__Longamoebia,f__Acanthamoebidae,g__Acanthamoeba,s__Acanthamoeba_rhysodes
162130,Sclerospora_graminicola,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Sclerospora,s__Sclerospora_graminicola
1841616,Chromulinospumella_sphaerica,d__Eukaryota,k__Chrysophyceae__C+,p__Chrysophyceae__C+,c__Chrysophyceae,o__Chromulinales,f__Chromulinaceae,g__Chromulinospumella,s__Chromulinospumella_sphaerica
